year,state,voter_pct_of_total,voter_pct_of_citizen,reg_pct_of_total,reg_pct_of_citizen
1998,AL,0.512,0.518,0.737,0.747
1998,AR,0.424,0.428,0.632,0.639
1998,AZ,0.33799999999999997,0.382,0.511,0.579
1998,CA,0.405,0.504,0.521,0.65
1998,CO,0.521,0.556,0.685,0.731
1998,CT,0.45399999999999996,0.47100000000000003,0.6659999999999999,0.6920000000000001
1998,DC,0.45399999999999996,0.489,0.6509999999999999,0.703
1998,DE,0.365,0.377,0.611,0.63
1998,FL,0.39,0.439,0.59,0.6629999999999999
1998,GA,0.374,0.386,0.62,0.639
1998,HI,0.48100000000000004,0.537,0.541,0.604
1998,IA,0.516,0.525,0.743,0.757
1998,ID,0.45,0.475,0.6,0.634
1998,IL,0.445,0.48200000000000004,0.639,0.69
1998,IN,0.4,0.406,0.617,0.626
1998,KS,0.401,0.41600000000000004,0.638,0.662
1998,KY,0.444,0.451,0.65,0.6609999999999999
1998,LA,0.38299999999999995,0.38799999999999996,0.726,0.736
1998,MA,0.462,0.502,0.642,0.696
1998,MD,0.473,0.513,0.604,0.6559999999999999
1998,ME,0.479,0.483,0.75,0.755
1998,MI,0.49700000000000005,0.511,0.722,0.742
1998,MN,0.642,0.659,0.809,0.83
1998,MO,0.45799999999999996,0.46799999999999997,0.718,0.7340000000000001
1998,MS,0.402,0.402,0.732,0.7390000000000001
1998,MT,0.5329999999999999,0.539,0.723,0.73
1998,NC,0.39399999999999996,0.40399999999999997,0.627,0.643
1998,ND,0.57,0.575,0.905,0.912
1998,NE,0.45299999999999996,0.46799999999999997,0.662,0.685
1998,NH,0.409,0.419,0.644,0.66
1998,NJ,0.355,0.355,0.601,0.667
1998,NM,0.48200000000000004,0.515,0.604,0.645
1998,NV,0.331,0.37,0.467,0.522
1998,NY,0.414,0.48200000000000004,0.57,0.6629999999999999
1998,OH,0.446,0.45399999999999996,0.637,0.648
1998,OK,0.401,0.40700000000000003,0.6409999999999999,0.6509999999999999
1998,OR,0.47,0.505,0.6609999999999999,0.71
1998,PA,0.392,0.40299999999999997,0.61,0.627
1998,RI,0.485,0.527,0.659,0.716
1998,SC,0.47100000000000003,0.475,0.677,0.6829999999999999
1998,SD,0.507,0.509,0.687,0.691
1998,TN,0.36200000000000004,0.365,0.639,0.644
1998,TX,0.32899999999999996,0.37,0.59,0.6629999999999999
1998,UT,0.39899999999999997,0.42100000000000004,0.5589999999999999,0.59
1998,VA,0.301,0.313,0.603,0.626
1998,VT,0.516,0.528,0.7120000000000001,0.728
1998,WA,0.456,0.489,0.628,0.6729999999999999
1998,WI,0.503,0.509,0.687,0.696
1998,WV,0.359,0.36,0.628,0.629
1998,WY,0.5429999999999999,0.551,0.6559999999999999,0.6659999999999999
2000,AK,0.655,0.677,0.725,0.7490000000000001
2000,AL,0.596,0.604,0.736,0.746
2000,AR,0.494,0.506,0.594,0.608
2000,AZ,0.467,0.525,0.5329999999999999,0.601
2000,CA,0.46399999999999997,0.579,0.528,0.6579999999999999
2000,CO,0.536,0.5720000000000001,0.6409999999999999,0.685
2000,CT,0.552,0.595,0.625,0.675
2000,DC,0.6559999999999999,0.7170000000000001,0.7240000000000001,0.792
2000,DE,0.622,0.648,0.679,0.708
2000,FL,0.516,0.596,0.605,0.6990000000000001
2000,GA,0.49,0.509,0.611,0.635
2000,HI,0.397,0.441,0.47,0.522
2000,IA,0.6409999999999999,0.674,0.722,0.759
2000,ID,0.539,0.561,0.614,0.639
2000,IL,0.568,0.62,0.667,0.728
2000,IN,0.585,0.596,0.685,0.6970000000000001
2000,KS,0.602,0.617,0.677,0.695
2000,KY,0.5489999999999999,0.564,0.6970000000000001,0.715
2000,LA,0.6459999999999999,0.657,0.754,0.7659999999999999
2000,MA,0.601,0.653,0.703,0.764
2000,MD,0.5710000000000001,0.611,0.6559999999999999,0.701
2000,ME,0.6920000000000001,0.701,0.8029999999999999,0.8140000000000001
2000,MI,0.601,0.624,0.691,0.7170000000000001
2000,MN,0.6779999999999999,0.698,0.767,0.789
2000,MO,0.654,0.667,0.743,0.758
2000,MS,0.598,0.606,0.722,0.732
2000,MT,0.622,0.629,0.7,0.708
2000,NC,0.532,0.561,0.6609999999999999,0.6970000000000001
2000,ND,0.698,0.7040000000000001,1.0,0.92
2000,NE,0.589,0.603,0.718,0.735
2000,NH,0.633,0.6659999999999999,0.696,0.732
2000,NJ,0.552,0.618,0.632,0.7070000000000001
2000,NM,0.513,0.544,0.595,0.631
2000,NV,0.465,0.521,0.523,0.586
2000,NY,0.51,0.59,0.586,0.6779999999999999
2000,OH,0.581,0.5920000000000001,0.67,0.6829999999999999
2000,OK,0.583,0.597,0.6829999999999999,0.7
2000,OR,0.608,0.6659999999999999,0.682,0.747
2000,PA,0.557,0.574,0.653,0.6729999999999999
2000,RI,0.601,0.635,0.6970000000000001,0.737
2000,SC,0.589,0.595,0.68,0.688
2000,SD,0.5870000000000001,0.5920000000000001,0.7090000000000001,0.716
2000,TN,0.523,0.537,0.621,0.637
2000,TX,0.48200000000000004,0.541,0.614,0.69
2000,UT,0.563,0.602,0.647,0.691
2000,VA,0.5720000000000001,0.603,0.6409999999999999,0.675
2000,VT,0.633,0.642,0.72,0.731
2000,WA,0.586,0.62,0.6609999999999999,0.6990000000000001
2000,WI,0.6779999999999999,0.701,0.765,0.7909999999999999
2000,WV,0.521,0.524,0.631,0.635
2000,WY,0.625,0.629,0.6859999999999999,0.691
2002,AK,0.526,0.55,0.526,0.725
2002,AL,0.48700000000000004,0.493,0.722,0.73
2002,AR,0.45299999999999996,0.462,0.623,0.637
2002,AZ,0.368,0.424,0.508,0.586
2002,CA,0.342,0.425,0.493,0.612
2002,CO,0.457,0.501,0.609,0.6679999999999999
2002,CT,0.441,0.47600000000000003,0.652,0.7040000000000001
2002,DC,0.47600000000000003,0.5329999999999999,0.6779999999999999,0.76
2002,DE,0.429,0.45299999999999996,0.653,0.6890000000000001
2002,FL,0.425,0.483,0.581,0.66
2002,GA,0.4,0.423,0.615,0.65
2002,HI,0.41600000000000004,0.45399999999999996,0.48700000000000004,0.531
2002,IA,0.489,0.509,0.695,0.722
2002,ID,0.447,0.46399999999999997,0.597,0.619
2002,IL,0.429,0.46799999999999997,0.617,0.674
2002,IN,0.39899999999999997,0.40399999999999997,0.609,0.616
2002,KS,0.46299999999999997,0.48700000000000004,0.637,0.67
2002,KY,0.45399999999999996,0.45799999999999996,0.67,0.6759999999999999
2002,LA,0.494,0.503,0.736,0.75
2002,MA,0.475,0.525,0.649,0.7170000000000001
2002,MD,0.466,0.51,0.606,0.664
2002,ME,0.57,0.578,0.7979999999999999,0.8079999999999999
2002,MI,0.483,0.503,0.6940000000000001,0.722
2002,MN,0.6409999999999999,0.674,0.736,0.795
2002,MO,0.515,0.526,0.72,0.735
2002,MS,0.425,0.431,0.695,0.7070000000000001
2002,MT,0.534,0.539,0.688,0.695
2002,NC,0.424,0.447,0.613,0.645
2002,ND,0.5670000000000001,0.575,0.823,0.8370000000000001
2002,NE,0.434,0.461,0.667,0.708
2002,NH,0.489,0.51,0.635,0.6609999999999999
2002,NJ,0.375,0.428,0.57,0.65
2002,NM,0.415,0.444,0.552,0.59
2002,NV,0.37,0.42700000000000005,0.491,0.5660000000000001
2002,NY,0.381,0.436,0.5820000000000001,0.665
2002,OH,0.424,0.436,0.638,0.655
2002,OK,0.478,0.49,0.6579999999999999,0.675
2002,OR,0.518,0.555,0.654,0.701
2002,PA,0.41700000000000004,0.43200000000000005,0.613,0.634
2002,RI,0.46299999999999997,0.506,0.616,0.674
2002,SC,0.456,0.466,0.665,0.68
2002,SD,0.654,0.6609999999999999,0.747,0.7559999999999999
2002,TN,0.44299999999999995,0.465,0.604,0.634
2002,TX,0.35200000000000004,0.40700000000000003,0.573,0.662
2002,UT,0.415,0.43799999999999994,0.61,0.644
2002,VA,0.348,0.37200000000000005,0.59,0.63
2002,VT,0.522,0.53,0.696,0.705
2002,WA,0.47100000000000003,0.507,0.6509999999999999,0.7020000000000001
2002,WI,0.485,0.503,0.6659999999999999,0.69
2002,WV,0.368,0.369,0.6,0.603
2002,WY,0.535,0.539,0.649,0.652
2004,AK,0.65,0.6759999999999999,0.74,0.77
2004,AL,0.618,0.632,0.726,0.742
2004,AR,0.5670000000000001,0.5870000000000001,0.6609999999999999,0.684
2004,AZ,0.5429999999999999,0.638,0.603,0.708
2004,CA,0.491,0.619,0.5539999999999999,0.6859999999999999
2004,CO,0.617,0.675,0.679,0.742
2004,CT,0.585,0.632,0.65,0.703
2004,DC,0.62,0.6920000000000001,0.674,0.752
2004,DE,0.628,0.664,0.677,0.716
2004,FL,0.561,0.643,0.626,0.7170000000000001
2004,GA,0.526,0.568,0.623,0.6729999999999999
2004,HI,0.462,0.508,0.53,0.584
2004,IA,0.688,0.713,0.757,0.784
2004,ID,0.5870000000000001,0.616,0.665,0.6990000000000001
2004,IL,0.61,0.6559999999999999,0.6920000000000001,0.745
2004,IN,0.573,0.586,0.6679999999999999,0.6829999999999999
2004,KS,0.597,0.642,0.672,0.723
2004,KY,0.634,0.65,0.733,0.7509999999999999
2004,LA,0.631,0.642,0.736,0.75
2004,MA,0.637,0.6859999999999999,0.72,0.775
2004,MD,0.597,0.6559999999999999,0.662,0.727
2004,ME,0.72,0.731,0.8059999999999999,0.818
2004,MI,0.647,0.6709999999999999,0.72,0.747
2004,MN,0.767,0.792,0.818,0.845
2004,MO,0.6629999999999999,0.685,0.7859999999999999,0.812
2004,MS,0.607,0.617,0.725,0.737
2004,MT,0.6990000000000001,0.7020000000000001,0.7509999999999999,0.755
2004,NC,0.5820000000000001,0.614,0.687,0.725
2004,ND,0.708,0.715,0.885,0.893
2004,NE,0.613,0.653,0.7090000000000001,0.755
2004,NH,0.6890000000000001,0.715,0.7290000000000001,0.7559999999999999
2004,NJ,0.5760000000000001,0.66,0.637,0.731
2004,NM,0.609,0.644,0.6809999999999999,0.72
2004,NV,0.513,0.589,0.568,0.653
2004,NY,0.531,0.602,0.595,0.675
2004,OH,0.648,0.6609999999999999,0.7090000000000001,0.723
2004,OK,0.5920000000000001,0.623,0.684,0.7190000000000001
2004,OR,0.706,0.74,0.752,0.7879999999999999
2004,PA,0.625,0.645,0.693,0.716
2004,RI,0.574,0.637,0.642,0.713
2004,SC,0.62,0.632,0.731,0.746
2004,SD,0.6709999999999999,0.6829999999999999,0.755,0.768
2004,TN,0.527,0.546,0.622,0.644
2004,TX,0.503,0.5710000000000001,0.612,0.695
2004,UT,0.628,0.6779999999999999,0.701,0.757
2004,VA,0.584,0.631,0.6409999999999999,0.6920000000000001
2004,VT,0.654,0.6729999999999999,0.735,0.7559999999999999
2004,WA,0.62,0.6759999999999999,0.682,0.742
2004,WI,0.73,0.7659999999999999,0.782,0.821
2004,WV,0.5720000000000001,0.5720000000000001,0.67,0.6709999999999999
2004,WY,0.6629999999999999,0.669,0.71,0.716
2006,AK,0.529,0.5489999999999999,0.7090000000000001,0.736
2006,AL,0.484,0.49700000000000005,0.72,0.74
2006,AR,0.439,0.45399999999999996,0.634,0.657
2006,AZ,0.402,0.46399999999999997,0.5379999999999999,0.621
2006,CA,0.384,0.475,0.503,0.623
2006,CO,0.499,0.5429999999999999,0.657,0.7140000000000001
2006,CT,0.462,0.49700000000000005,0.625,0.672
2006,DC,0.446,0.499,0.6579999999999999,0.736
2006,DE,0.426,0.456,0.63,0.6759999999999999
2006,FL,0.384,0.442,0.564,0.649
2006,GA,0.40299999999999997,0.439,0.596,0.649
2006,HI,0.401,0.434,0.509,0.552
2006,IA,0.524,0.546,0.7390000000000001,0.769
2006,ID,0.491,0.519,0.62,0.6559999999999999
2006,IL,0.42200000000000004,0.473,0.615,0.6890000000000001
2006,IN,0.44299999999999995,0.455,0.636,0.654
2006,KS,0.44299999999999995,0.465,0.626,0.657
2006,KY,0.48,0.494,0.713,0.7340000000000001
2006,LA,0.391,0.4,0.71,0.725
2006,MA,0.5,0.5539999999999999,0.654,0.7240000000000001
2006,MD,0.514,0.564,0.6509999999999999,0.715
2006,ME,0.575,0.581,0.785,0.7929999999999999
2006,MI,0.5479999999999999,0.5710000000000001,0.705,0.7340000000000001
2006,MN,0.616,0.654,0.742,0.7879999999999999
2006,MO,0.526,0.54,0.722,0.741
2006,MS,0.42200000000000004,0.428,0.69,0.7
2006,MT,0.5920000000000001,0.596,0.6970000000000001,0.7020000000000001
2006,NC,0.373,0.40299999999999997,0.6409999999999999,0.6920000000000001
2006,ND,0.534,0.544,0.82,0.836
2006,NE,0.489,0.512,0.657,0.688
2006,NH,0.47,0.484,0.677,0.6970000000000001
2006,NJ,0.371,0.433,0.537,0.627
2006,NM,0.509,0.5429999999999999,0.662,0.706
2006,NV,0.373,0.426,0.49200000000000005,0.562
2006,NY,0.376,0.425,0.5660000000000001,0.6409999999999999
2006,OH,0.518,0.53,0.696,0.7120000000000001
2006,OK,0.449,0.462,0.679,0.7
2006,OR,0.5710000000000001,0.597,0.687,0.718
2006,PA,0.466,0.47600000000000003,0.635,0.649
2006,RI,0.535,0.588,0.6659999999999999,0.732
2006,SC,0.43,0.452,0.621,0.652
2006,SD,0.621,0.63,0.772,0.782
2006,TN,0.43799999999999994,0.45399999999999996,0.619,0.6409999999999999
2006,TX,0.335,0.384,0.586,0.672
2006,UT,0.344,0.36700000000000005,0.531,0.568
2006,VA,0.436,0.475,0.61,0.664
2006,VT,0.555,0.569,0.7020000000000001,0.7190000000000001
2006,WA,0.494,0.5329999999999999,0.6509999999999999,0.7020000000000001
2006,WI,0.56,0.578,0.7020000000000001,0.7240000000000001
2006,WV,0.368,0.369,0.626,0.629
2006,WY,0.514,0.521,0.653,0.662
2008,AK,0.624,0.65,0.708,0.737
2008,AL,0.608,0.624,0.6970000000000001,0.716
2008,AR,0.518,0.5379999999999999,0.625,0.649
2008,AZ,0.5329999999999999,0.599,0.613,0.6890000000000001
2008,CA,0.512,0.634,0.551,0.682
2008,CO,0.625,0.684,0.66,0.722
2008,CT,0.608,0.672,0.664,0.735
2008,DC,0.653,0.741,0.69,0.7829999999999999
2008,DE,0.63,0.6729999999999999,0.691,0.738
2008,FL,0.565,0.638,0.624,0.7040000000000001
2008,GA,0.596,0.642,0.659,0.71
2008,HI,0.46799999999999997,0.518,0.535,0.591
2008,IA,0.669,0.7020000000000001,0.726,0.763
2008,ID,0.588,0.614,0.66,0.6890000000000001
2008,IL,0.5710000000000001,0.626,0.6459999999999999,0.7090000000000001
2008,IN,0.588,0.605,0.6629999999999999,0.6809999999999999
2008,KS,0.598,0.633,0.659,0.6970000000000001
2008,KY,0.614,0.631,0.711,0.73
2008,LA,0.68,0.703,0.757,0.7829999999999999
2008,MA,0.613,0.6709999999999999,0.664,0.726
2008,MD,0.619,0.6829999999999999,0.67,0.7390000000000001
2008,ME,0.7020000000000001,0.7120000000000001,0.785,0.797
2008,MI,0.65,0.6779999999999999,0.7390000000000001,0.7709999999999999
2008,MN,0.708,0.75,0.752,0.797
2008,MO,0.642,0.6579999999999999,0.728,0.745
2008,MS,0.682,0.6970000000000001,0.753,0.77
2008,MT,0.647,0.654,0.706,0.713
2008,NC,0.638,0.675,0.716,0.757
2008,ND,0.6629999999999999,0.675,0.823,0.8370000000000001
2008,NE,0.645,0.6729999999999999,0.718,0.7490000000000001
2008,NH,0.698,0.7120000000000001,0.745,0.76
2008,NJ,0.56,0.6409999999999999,0.62,0.7090000000000001
2008,NM,0.574,0.626,0.636,0.693
2008,NV,0.528,0.599,0.59,0.669
2008,NY,0.515,0.588,0.5770000000000001,0.6579999999999999
2008,OH,0.645,0.655,0.7190000000000001,0.73
2008,OK,0.565,0.5870000000000001,0.674,0.701
2008,OR,0.626,0.6759999999999999,0.675,0.73
2008,PA,0.608,0.624,0.6829999999999999,0.701
2008,RI,0.63,0.674,0.706,0.755
2008,SC,0.634,0.6559999999999999,0.72,0.745
2008,SD,0.6609999999999999,0.6779999999999999,0.7490000000000001,0.769
2008,TN,0.536,0.555,0.623,0.645
2008,TX,0.488,0.561,0.585,0.6729999999999999
2008,UT,0.505,0.531,0.568,0.597
2008,VA,0.638,0.687,0.691,0.743
2008,VT,0.632,0.647,0.7090000000000001,0.725
2008,WA,0.626,0.6679999999999999,0.672,0.7170000000000001
2008,WI,0.685,0.7120000000000001,0.735,0.764
2008,WV,0.531,0.534,0.657,0.6609999999999999
2008,WY,0.629,0.643,0.679,0.693
2010,AK,0.486,0.507,0.638,0.664
2010,AL,0.428,0.441,0.631,0.65
2010,AR,0.39299999999999996,0.40700000000000003,0.5870000000000001,0.607
2010,AZ,0.449,0.488,0.607,0.66
2010,CA,0.392,0.47100000000000003,0.506,0.609
2010,CO,0.484,0.526,0.61,0.662
2010,CT,0.45899999999999996,0.493,0.62,0.6659999999999999
2010,DC,0.408,0.45299999999999996,0.603,0.669
2010,DE,0.485,0.51,0.626,0.659
2010,FL,0.392,0.439,0.562,0.63
2010,GA,0.402,0.436,0.5720000000000001,0.62
2010,HI,0.39899999999999997,0.431,0.483,0.523
2010,IA,0.502,0.523,0.679,0.708
2010,ID,0.447,0.475,0.598,0.635
2010,IL,0.415,0.455,0.605,0.6629999999999999
2010,IN,0.382,0.39399999999999996,0.594,0.612
2010,KS,0.452,0.47200000000000003,0.655,0.684
2010,KY,0.455,0.46799999999999997,0.65,0.669
2010,LA,0.488,0.5,0.732,0.7490000000000001
2010,MA,0.48100000000000004,0.522,0.634,0.688
2010,MD,0.42100000000000004,0.46799999999999997,0.586,0.6509999999999999
2010,ME,0.584,0.594,0.754,0.7659999999999999
2010,MI,0.452,0.473,0.682,0.7140000000000001
2010,MN,0.528,0.5489999999999999,0.6920000000000001,0.72
2010,MO,0.445,0.457,0.669,0.687
2010,MS,0.465,0.47100000000000003,0.725,0.7340000000000001
2010,MT,0.513,0.519,0.652,0.66
2010,NC,0.43,0.45399999999999996,0.637,0.672
2010,ND,0.545,0.557,0.7390000000000001,0.7559999999999999
2010,NE,0.387,0.413,0.608,0.648
2010,NH,0.45899999999999996,0.469,0.65,0.665
2010,NJ,0.36200000000000004,0.41700000000000004,0.556,0.639
2010,NM,0.389,0.425,0.501,0.5479999999999999
2010,NV,0.373,0.424,0.509,0.578
2010,NY,0.384,0.436,0.561,0.638
2010,OH,0.442,0.452,0.648,0.6609999999999999
2010,OK,0.39399999999999996,0.40399999999999997,0.595,0.61
2010,OR,0.536,0.563,0.674,0.708
2010,PA,0.426,0.439,0.626,0.6459999999999999
2010,RI,0.429,0.467,0.628,0.684
2010,SC,0.49200000000000005,0.509,0.667,0.69
2010,SD,0.535,0.5489999999999999,0.674,0.691
2010,TN,0.361,0.377,0.601,0.628
2010,TX,0.314,0.364,0.532,0.616
2010,UT,0.36,0.386,0.568,0.608
2010,VA,0.384,0.40700000000000003,0.604,0.64
2010,VT,0.54,0.55,0.727,0.74
2010,WA,0.528,0.581,0.6609999999999999,0.726
2010,WI,0.526,0.5429999999999999,0.6779999999999999,0.7
2010,WV,0.409,0.41,0.622,0.623
2010,WY,0.461,0.47200000000000003,0.5820000000000001,0.596
2012,AK,0.56,0.584,0.6990000000000001,0.728
2012,AL,0.599,0.619,0.711,0.735
2012,AR,0.511,0.5329999999999999,0.626,0.653
2012,AZ,0.496,0.5589999999999999,0.578,0.652
2012,CA,0.475,0.575,0.542,0.6559999999999999
2012,CO,0.654,0.7040000000000001,0.69,0.7440000000000001
2012,CT,0.575,0.627,0.6459999999999999,0.7040000000000001
2012,DC,0.677,0.759,0.7440000000000001,0.8340000000000001
2012,DE,0.622,0.6729999999999999,0.6779999999999999,0.733
2012,FL,0.539,0.608,0.605,0.6829999999999999
2012,GA,0.581,0.619,0.664,0.7070000000000001
2012,HI,0.474,0.516,0.541,0.589
2012,IA,0.667,0.6940000000000001,0.752,0.782
2012,ID,0.602,0.639,0.659,0.7
2012,IL,0.562,0.615,0.6659999999999999,0.727
2012,IN,0.5770000000000001,0.593,0.674,0.6920000000000001
2012,KS,0.589,0.633,0.6920000000000001,0.7440000000000001
2012,KY,0.5760000000000001,0.593,0.7,0.721
2012,LA,0.647,0.6629999999999999,0.752,0.7709999999999999
2012,MA,0.654,0.708,0.727,0.787
2012,MD,0.5870000000000001,0.6509999999999999,0.649,0.721
2012,ME,0.672,0.6859999999999999,0.755,0.7709999999999999
2012,MI,0.645,0.6679999999999999,0.75,0.778
2012,MN,0.705,0.732,0.7609999999999999,0.79
2012,MO,0.623,0.639,0.748,0.767
2012,MS,0.733,0.745,0.828,0.8420000000000001
2012,MT,0.645,0.657,0.72,0.733
2012,NC,0.637,0.6890000000000001,0.7290000000000001,0.789
2012,ND,0.622,0.639,0.725,0.745
2012,NE,0.5820000000000001,0.616,0.657,0.695
2012,NH,0.669,0.6940000000000001,0.731,0.759
2012,NJ,0.545,0.619,0.643,0.73
2012,NM,0.565,0.616,0.63,0.6859999999999999
2012,NV,0.514,0.579,0.5770000000000001,0.65
2012,NY,0.509,0.5870000000000001,0.59,0.679
2012,OH,0.617,0.631,0.6940000000000001,0.711
2012,OK,0.51,0.524,0.643,0.6609999999999999
2012,OR,0.633,0.6759999999999999,0.696,0.743
2012,PA,0.591,0.616,0.69,0.7190000000000001
2012,RI,0.574,0.625,0.675,0.735
2012,SC,0.622,0.647,0.705,0.733
2012,SD,0.601,0.61,0.737,0.748
2012,TN,0.537,0.557,0.662,0.6859999999999999
2012,TX,0.46399999999999997,0.5379999999999999,0.5770000000000001,0.669
2012,UT,0.5329999999999999,0.57,0.594,0.635
2012,VA,0.62,0.669,0.691,0.746
2012,VT,0.621,0.633,0.72,0.7340000000000001
2012,WA,0.607,0.6559999999999999,0.6759999999999999,0.731
2012,WI,0.7190000000000001,0.736,0.763,0.7809999999999999
2012,WV,0.475,0.478,0.6759999999999999,0.6809999999999999
2012,WY,0.578,0.589,0.628,0.639
2014,AK,0.49,0.507,0.6459999999999999,0.6679999999999999
2014,AL,0.409,0.425,0.647,0.672
2014,AR,0.365,0.38799999999999996,0.59,0.628
2014,AZ,0.35700000000000004,0.406,0.5479999999999999,0.623
2014,CA,0.308,0.366,0.486,0.5770000000000001
2014,CO,0.552,0.593,0.662,0.711
2014,CT,0.43,0.467,0.599,0.6509999999999999
2014,DC,0.45799999999999996,0.514,0.6559999999999999,0.735
2014,DE,0.42,0.452,0.62,0.6679999999999999
2014,FL,0.40399999999999997,0.44799999999999995,0.564,0.626
2014,GA,0.4,0.43200000000000005,0.589,0.637
2014,HI,0.386,0.418,0.474,0.513
2014,IA,0.515,0.529,0.6779999999999999,0.696
2014,ID,0.391,0.418,0.568,0.607
2014,IL,0.38299999999999995,0.41700000000000004,0.586,0.639
2014,IN,0.335,0.35100000000000003,0.62,0.649
2014,KS,0.45299999999999996,0.483,0.637,0.679
2014,KY,0.45899999999999996,0.475,0.6920000000000001,0.716
2014,LA,0.486,0.502,0.695,0.7170000000000001
2014,MA,0.428,0.469,0.616,0.675
2014,MD,0.447,0.489,0.659,0.722
2014,ME,0.605,0.615,0.754,0.765
2014,MI,0.451,0.47100000000000003,0.6809999999999999,0.7120000000000001
2014,MN,0.499,0.52,0.688,0.718
2014,MO,0.38,0.387,0.7090000000000001,0.721
2014,MS,0.41600000000000004,0.423,0.746,0.76
2014,MT,0.49700000000000005,0.501,0.643,0.648
2014,NC,0.428,0.462,0.645,0.6970000000000001
2014,ND,0.49200000000000005,0.51,0.6409999999999999,0.664
2014,NE,0.414,0.44299999999999995,0.624,0.669
2014,NH,0.486,0.502,0.6629999999999999,0.6829999999999999
2014,NJ,0.315,0.364,0.575,0.6629999999999999
2014,NM,0.42100000000000004,0.456,0.599,0.649
2014,NV,0.326,0.373,0.511,0.585
2014,NY,0.306,0.344,0.529,0.594
2014,OH,0.385,0.397,0.645,0.665
2014,OK,0.32299999999999995,0.342,0.5770000000000001,0.611
2014,OR,0.518,0.555,0.652,0.7
2014,PA,0.38299999999999995,0.4,0.617,0.644
2014,RI,0.40399999999999997,0.433,0.594,0.636
2014,SC,0.413,0.424,0.67,0.6890000000000001
2014,SD,0.43700000000000006,0.441,0.642,0.649
2014,TN,0.354,0.366,0.621,0.6409999999999999
2014,TX,0.302,0.34600000000000003,0.514,0.591
2014,UT,0.34700000000000003,0.365,0.5429999999999999,0.5720000000000001
2014,VA,0.39399999999999996,0.41700000000000004,0.631,0.6659999999999999
2014,VT,0.41600000000000004,0.425,0.657,0.672
2014,WA,0.44799999999999995,0.5,0.615,0.687
2014,WI,0.5379999999999999,0.5539999999999999,0.69,0.71
2014,WV,0.33399999999999996,0.336,0.618,0.622
2014,WY,0.391,0.40299999999999997,0.547,0.565
